steps,timestamp,x_pos,y_pos,z_pos,x_vel,y_vel
30,221.59494899999999,-0.043226495,-2.7898932,-0.06428616,-0.0028504245,0.0005164745
31,221.607778,-0.04325386,-2.7898881,-0.06424695,-0.0029630521,0.0002445376
32,221.614871,-0.04326402,-2.7898831,-0.064213715,-0.0024002,0.0007652753
33,221.62756299999998,-0.04328661,-2.7898731,-0.06414944,-0.0029187344,0.0003220666
34,221.63488199999998,-0.043296892,-2.789865,-0.064101905,-0.002691458,0.00022265087
35,221.64693499999998,-0.043321617,-2.7898564,-0.06401644,-0.0032735649,0.00018976742
36,221.65579599999998,-0.043329913,-2.7898421,-0.06395192,-0.002325925,0.00067337614
37,221.666904,-0.043346863,-2.7898228,-0.063837625,-0.0033060992,0.001085511
38,221.67587999999998,-0.043358605,-2.7898023,-0.063757226,-0.0035785725,0.00056074915
39,221.68303699999998,-0.043367334,-2.7897818,-0.06367004,-0.0028330702,0.0007837978
40,221.6949,-0.043388385,-2.7897596,-0.06352509,-0.002935701,0.00017423627
41,221.70778199999998,-0.04340598,-2.789741,-0.06337454,-0.003181867,0.0007373819
42,221.714855,-0.043415837,-2.7897232,-0.0632666,-0.003196004,0.0008642567
43,221.72754899999998,-0.043433808,-2.789705,-0.06309823,-0.0031376577,0.0007776797
44,221.734965,-0.04344387,-2.7896917,-0.06297864,-0.003488748,0.0001201672
45,221.74360399999998,-0.04345129,-2.789683,-0.06285586,-0.0026783831,0.0007830674
46,221.755012,-0.043468866,-2.7896714,-0.062655725,-0.0029106822,0.0004901273
47,221.767538,-0.043481413,-2.7896628,-0.062452726,-0.0028953874,6.6693225e-05
48,221.775141,-0.04348873,-2.7896547,-0.06231542,-0.0032067173,0.0009535755
49,221.78757,-0.043507274,-2.7896426,-0.0620952,-0.0030586221,0.00066313037
50,221.794938,-0.04351514,-2.7896352,-0.061945185,-0.003459721,0.0007072964
51,221.807068,-0.043532774,-2.7896218,-0.06169937,-0.0033511894,0.00023622709
52,221.815545,-0.043540746,-2.789617,-0.061535493,-0.0034690101,0.00072774896
53,221.82689,-0.043558918,-2.7896044,-0.061256777,-0.003157489,0.0008135671
54,221.83554099999998,-0.043565184,-2.7896006,-0.061070513,-0.0033416583,0.0007344041
55,221.846938,-0.04358306,-2.7895904,-0.060753267,-0.0030477801,0.0007846224
56,221.85494699999998,-0.0435907,-2.7895887,-0.060539108,-0.003697034,0.0003404695
57,221.867582,-0.043609794,-2.7895815,-0.06018817,-0.0032023909,0.0008738476
58,221.875113,-0.043617688,-2.7895815,-0.059953317,-0.0039011417,0.0005537825
59,221.88767199999998,-0.043637175,-2.7895744,-0.059569772,-0.0031234338,0.00025727312
60,221.894926,-0.043643743,-2.7895775,-0.059314016,-0.003934115,0.0003970903
61,221.907795,-0.043663427,-2.7895713,-0.058895245,-0.00363541,0.0004069313
62,221.914909,-0.043672346,-2.7895746,-0.058621824,-0.0042236894,0.00048119656
63,221.92755699999998,-0.043697212,-2.7895687,-0.058168676,-0.0037778881,0.0003554478
64,221.93493099999998,-0.043704912,-2.789573,-0.057876,-0.004081907,0.00063878356
65,221.946932,-0.04373046,-2.7895703,-0.057385623,-0.0041616824,-0.0003248932
66,221.95565499999998,-0.04374114,-2.7895796,-0.057080325,-0.0044935504,0.0004074216
67,221.966915,-0.043768294,-2.7895772,-0.056553047,-0.0041191136,-9.889613e-06
68,221.975066,-0.043779477,-2.7895837,-0.056209497,-0.0047014067,0.0007329407
69,221.987561,-0.043806754,-2.7895792,-0.055638876,-0.0042886767,-3.208877e-05
70,221.994935,-0.043817997,-2.789585,-0.05526582,-0.00484376,0.0008067305
71,222.007813,-0.04384403,-2.7895749,-0.054637726,-0.0042224857,0.0002613689
72,222.01487999999998,-0.043851875,-2.789574,-0.054237414,-0.004753036,0.00083818595
73,222.027568,-0.043881673,-2.789567,-0.05356575,-0.004561761,0.00010498128
74,222.035055,-0.04389014,-2.7895653,-0.05313996,-0.0046868064,0.0014472728
75,222.04755899999998,-0.043917652,-2.7895536,-0.0524304,-0.0046853824,1.8360268e-05
76,222.055072,-0.043926034,-2.7895458,-0.051983695,-0.004812708,0.0019545306
77,222.06756199999998,-0.043951984,-2.7895293,-0.05122881,-0.0044987267,4.2110118e-05
78,222.07500399999998,-0.04395598,-2.7895174,-0.050759975,-0.0046280483,0.0021553934
79,222.086886,-0.04397909,-2.7894998,-0.049949203,-0.0041040727,0.0006430604
80,222.095463,-0.043980956,-2.7894886,-0.04946955,-0.0046973014,0.0018036985
81,222.134909,-0.04402549,-2.7894273,-0.046679623,-0.0043999497,0.0019494084
82,222.14753299999998,-0.04404047,-2.789402,-0.045776784,-0.004086803,0.00196247
83,222.155017,-0.04403623,-2.7893817,-0.045240764,-0.004081247,0.0010388357
84,222.167551,-0.044047598,-2.7893612,-0.044329394,-0.0040786364,0.0018056687
85,222.175016,-0.04404352,-2.7893462,-0.043794144,-0.004405064,0.0014145396
86,222.186886,-0.044057354,-2.7893226,-0.04282134,-0.004303204,0.0010759654
87,222.195559,-0.044054285,-2.78931,-0.04228115,-0.0043130466,0.0018524254
88,222.20699499999998,-0.04406864,-2.7892888,-0.041287962,-0.004202019,0.0016432086
89,222.21554999999998,-0.044061705,-2.7892692,-0.040749308,-0.004133557,0.0022334778
90,222.22689,-0.044073347,-2.7892382,-0.039738856,-0.00406392,0.001740361
91,222.23502299999998,-0.04406789,-2.7892194,-0.039160486,-0.0045283944,0.0023320424
92,222.247551,-0.044082537,-2.789193,-0.038139213,-0.005074052,0.0019375647
93,222.25493899999998,-0.0440801,-2.7891715,-0.03756416,-0.0041215685,0.002507806
94,222.26753399999998,-0.044093713,-2.789147,-0.036530305,-0.004225734,0.0032109038
95,222.275105,-0.04408991,-2.7891319,-0.03596609,-0.0050452924,0.0017454356
96,222.287536,-0.044100583,-2.7891088,-0.034915116,-0.0045118267,0.002017668
97,222.294897,-0.044098284,-2.789093,-0.034355212,-0.003551793,0.0029579776
98,222.307764,-0.04411086,-2.7890704,-0.033310004,-0.0039308737,0.0034631402
99,222.314856,-0.044106692,-2.789058,-0.032767612,-0.0055110436,0.0021761677
100,222.32752499999998,-0.044125613,-2.7890394,-0.031718854,-0.0054645767,0.0017970998
101,222.334991,-0.044128522,-2.7890282,-0.031189736,-0.004338482,0.002789026
102,222.34755099999998,-0.044149388,-2.7890065,-0.03012709,-0.0048027434,0.0028206955
103,222.354999,-0.04414912,-2.7889988,-0.029607326,-0.005014589,0.0028701022
104,222.367553,-0.044164583,-2.7889805,-0.02855275,-0.00582649,0.0027806128
105,222.375089,-0.044171453,-2.7889757,-0.028043155,-0.0059664752,0.002072972
106,222.386875,-0.044197813,-2.7889595,-0.02692103,-0.004916928,0.0026585355
107,222.39557299999998,-0.0441945,-2.7889507,-0.026428321,-0.0048445356,0.0023710278
108,222.407005,-0.044216033,-2.7889354,-0.025316264,-0.0056128185,0.0024251963
109,222.414876,-0.044222865,-2.7889276,-0.024773337,-0.006294301,0.0019948496
110,222.427536,-0.044249427,-2.788905,-0.023646919,-0.0051760552,0.0030506249
111,222.434912,-0.044246033,-2.7888904,-0.023120586,-0.004529042,0.0035183385
112,222.446901,-0.04426024,-2.7888656,-0.021924188,-0.004275432,0.0035961713
113,222.455617,-0.044256188,-2.788859,-0.021423662,-0.004818032,0.0029414205
114,222.46686799999998,-0.044269327,-2.7888436,-0.020228678,-0.0037836432,0.0031279593
115,222.47502899999998,-0.044264082,-2.7888348,-0.019679824,-0.005363809,0.0035494696
116,222.48756999999998,-0.04428894,-2.788819,-0.018528178,-0.0056722923,0.0032461635
117,222.49489499999999,-0.04429125,-2.7888112,-0.018010434,-0.006420098,0.003946631
118,222.50778699999998,-0.044323336,-2.788794,-0.016856791,-0.0064889626,0.0028424833
119,222.51485699999998,-0.044328682,-2.7887914,-0.016385652,-0.0063947174,0.0038288988
120,222.52755299999998,-0.04435454,-2.7887716,-0.015254302,-0.0061145793,0.0035559796
121,222.53492899999998,-0.044355463,-2.7887664,-0.014797976,-0.006031979,0.0045279334
122,222.547531,-0.04437026,-2.7887409,-0.01367016,-0.0051905653,0.0034949656
123,222.55497699999998,-0.04435986,-2.788733,-0.013240059,-0.0052484986,0.0036879948
124,222.567537,-0.04437441,-2.7887123,-0.012124387,-0.0058303517,0.0043830723
125,222.575,-0.044369232,-2.7887008,-0.011729117,-0.005272099,0.0042660846
126,222.58691,-0.044379197,-2.7886732,-0.0105559435,-0.0042904816,0.004145357
127,222.59559199999998,-0.044369306,-2.7886631,-0.010181612,-0.0054179416,0.004166149
128,222.60700599999998,-0.044384606,-2.7886388,-0.009029783,-0.004798384,0.0036146177
129,222.61548399999998,-0.04437664,-2.7886336,-0.008676635,-0.0050419695,0.0033982426
130,222.626869,-0.044393223,-2.7886171,-0.0075224694,-0.0048592207,0.0034144141
131,222.63497999999998,-0.04438464,-2.7886076,-0.0071228873,-0.0043863077,0.0043800618
132,222.647561,-0.044396866,-2.7885818,-0.0059756218,-0.00460086,0.0046826396
133,222.655003,-0.044386856,-2.7885764,-0.005605123,-0.0046984404,0.0032154745
134,222.666879,-0.044396065,-2.7885566,-0.004387182,-0.0045838323,0.0038800098
135,222.67576,-0.044382844,-2.7885544,-0.0040574665,-0.0047065355,0.002857803
136,222.68701099999998,-0.04439803,-2.788547,-0.0028764014,-0.0049497774,0.0032392081
137,222.69483799999998,-0.044390824,-2.7885451,-0.0024894574,-0.005280393,0.0032506704
138,222.70779199999998,-0.044399522,-2.7885296,-0.0013390566,-0.004134185,0.0042675096
139,222.714925,-0.044390213,-2.7885299,-0.0009948878,-0.0052475696,0.0024714388
140,222.72756099999998,-0.044398803,-2.788519,0.00013995182,-0.0048969425,0.0033899774
141,222.734904,-0.044387747,-2.788522,0.00045265735,-0.004868065,0.0036493337
142,222.74688999999998,-0.04438874,-2.7885077,0.001672753,-0.0039732703,0.003853357
143,222.755586,-0.044368923,-2.7885087,0.0019468149,-0.003855305,0.0038009854
144,222.766857,-0.044371158,-2.7885027,0.0031588967,-0.0049347887,0.001988479
145,222.77587699999998,-0.044355605,-2.7885184,0.0034080562,-0.0042194035,0.0021287051
146,222.78688599999998,-0.044350263,-2.788514,0.004604113,-0.0038620941,0.004145978
147,222.79547599999998,-0.04432745,-2.78851,0.0048296,-0.0047024703,0.0032961464
148,222.807009,-0.04432332,-2.788504,0.0060166824,-0.0038526484,0.0021782753
149,222.815508,-0.04430058,-2.7885146,0.0062215347,-0.0037975821,0.0016874793
150,222.826869,-0.044290945,-2.788507,0.007413126,-0.0035791472,0.0036980333
151,222.83547199999998,-0.044268385,-2.7885118,0.0075978395,-0.0041261036,0.0029795961
152,222.846927,-0.044264875,-2.7885044,0.008777294,-0.0042950576,0.0037261124
153,222.854909,-0.044242855,-2.7885115,0.009032769,-0.0036138715,0.0033326074
154,222.86755,-0.04423812,-2.788513,0.010210001,-0.0038465313,0.002799964
155,222.875004,-0.044218697,-2.7885146,0.010451797,-0.0038506628,0.003027803
156,222.887554,-0.04421492,-2.7884982,0.011623835,-0.0035977927,0.004282012
157,222.89485499999998,-0.044199802,-2.788507,0.011845849,-0.002721843,0.0024136268
158,222.90775599999998,-0.04418545,-2.788506,0.013019677,-0.0028624595,0.002093055
159,222.91492599999998,-0.044167027,-2.788528,0.013222756,-0.0039022404,0.0008373611
160,222.926878,-0.044154987,-2.788516,0.014501503,-0.0031527532,0.0033307583
161,222.93554899999998,-0.044133745,-2.7885277,0.01468559,-0.003368033,0.0019369476
162,222.946882,-0.04412976,-2.7885253,0.01594691,-0.003515869,0.004400751
163,222.95556599999998,-0.044111356,-2.7885199,0.016099028,-0.0024820038,0.005104799
164,222.966881,-0.044098698,-2.7885273,0.017374266,-0.0014309465,0.0017494896
165,222.97588199999998,-0.044072818,-2.7885401,0.01751269,-0.0038465424,0.0038879816
166,222.98684799999998,-0.044075903,-2.7885315,0.018795088,-0.0040026354,0.004142832
167,222.99554999999998,-0.04405835,-2.7885406,0.018937208,-0.005363878,0.0016458263
168,223.007017,-0.04405044,-2.788533,0.020232422,-0.0040496434,0.0022039157
169,223.01485,-0.04401943,-2.7885287,0.020472791,-0.0008218228,0.004359994
170,223.027517,-0.044003773,-2.788526,0.021749146,-0.0009885449,0.005030829
171,223.034977,-0.04398382,-2.7885182,0.021959208,-0.0022544595,0.008248349
172,223.046878,-0.04396012,-2.7884843,0.023387473,-0.0030390888,0.003760441
173,223.055611,-0.043931752,-2.7885125,0.023576822,-0.0059141237,-0.00066306686
174,223.06689,-0.043926597,-2.7885182,0.02500245,-0.0053050714,-0.00015765714
175,223.075078,-0.043913465,-2.7885287,0.025308117,0.0007208764,0.0030573762
176,223.087519,-0.043902557,-2.7885056,0.026713919,8.0080965e-05,0.006438261
177,223.09491899999998,-0.0438601,-2.7885065,0.026977507,-0.005407803,0.0035580928
178,223.107744,-0.043827306,-2.7884853,0.028392088,-0.0043200445,0.0024474806
179,223.11494,-0.043830756,-2.7884893,0.028646354,-0.0023481352,0.004020963
180,223.12750799999998,-0.043815576,-2.7884672,0.030073345,-0.0036184443,0.008424701
181,223.135,-0.04377782,-2.7884545,0.030294478,-0.0014244069,0.003299411
182,223.146877,-0.043763366,-2.7884324,0.03185022,-0.00013040585,0.0043417816
183,223.155669,-0.043723885,-2.7884226,0.03204253,-0.0017254848,0.0065885657
184,223.166857,-0.0437101,-2.7884123,0.033580653,-0.0032583158,0.0028907391
185,223.17586599999998,-0.043686572,-2.7884164,0.03374505,-0.0033592542,0.0036903198
186,223.186996,-0.043673366,-2.7883615,0.035274055,0.002147256,0.011318089
187,223.19556899999998,-0.04362828,-2.788324,0.035414495,-0.004521891,0.004748433
188,223.207013,-0.04357737,-2.7883136,0.036942497,0.0044592535,0.002750432
189,223.214846,-0.0435477,-2.7883239,0.037186608,-0.005272242,0.0035719385
190,223.22753899999998,-0.043465365,-2.7882729,0.03865783,0.0012756273,0.006827236
191,223.23495,-0.04348647,-2.7882707,0.03884198,-0.011640719,0.0023693314
192,223.2475,-0.043426506,-2.7882671,0.04030777,0.0052586296,0.0034567693
193,223.254865,-0.043403,-2.7882714,0.040482312,-0.007504571,0.005354281
194,223.26753399999998,-0.043318916,-2.788182,0.041941512,0.008385588,0.011331592
195,223.275075,-0.043292075,-2.7881603,0.042036805,-0.012657033,0.003443979
196,223.287508,-0.04339285,-2.7881467,0.043440886,0.0008995147,0.007333045
197,223.29490299999998,-0.043287694,-2.788122,0.043565094,0.008515182,0.0066252532
198,223.307754,-0.043279596,-2.7880852,0.044912905,-0.005981776,0.008807764
199,223.31484,-0.04321985,-2.7880473,0.044953294,0.009765918,0.0085666245
200,223.327527,-0.043098364,-2.7880433,0.04631356,-0.004752972,-3.737714e-05
201,223.334851,-0.04315272,-2.7880616,0.046257704,-0.014187504,0.006028627
202,223.34357599999998,-0.043149017,-2.788019,0.046181865,0.006021246,0.012297708
203,223.354838,-0.04299536,-2.7879472,0.047635138,0.0060182116,0.004805388
204,223.36750999999998,-0.04294442,-2.787945,0.048851967,-0.0005491835,0.002929225
205,223.375047,-0.04290611,-2.7879655,0.048804384,-0.00076725945,0.0011949809
206,223.38682599999999,-0.042931832,-2.78799,0.050297584,-0.006494316,0.0033090136
207,223.395532,-0.04288511,-2.787991,0.05015236,0.0097656455,0.00735895
208,223.40697999999998,-0.042636625,-2.7879264,0.051564336,0.01700493,0.0071174
209,223.41555,-0.042533558,-2.787948,0.051388733,-0.0017976051,0.00030719413
210,223.426841,-0.042554457,-2.7879171,0.052561123,-2.0433916e-05,0.015295996
211,223.435633,-0.04246631,-2.7878258,0.05228825,0.011981117,0.018545557
212,223.44683999999998,-0.042254206,-2.787752,0.053621363,0.014583556,-0.0002651354
213,223.455086,-0.042118166,-2.7878635,0.053462125,0.010452212,-0.012423289
214,223.467501,-0.041989084,-2.7880611,0.054584954,0.0058893594,-0.0065233833
215,223.475069,-0.041919682,-2.7881224,0.05432438,0.0030299115,0.0067868526
216,223.487487,-0.041751456,-2.78795,0.055412203,0.024033183,0.028656164
217,223.494923,-0.0414892,-2.7877986,0.055187035,0.03099484,0.021623062
218,223.507722,-0.04119058,-2.7877643,0.056252398,0.014069724,-0.002805239
219,223.51490199999998,-0.041053172,-2.7878523,0.055836383,0.014450338,-0.0044704834
220,223.52747399999998,-0.040779985,-2.7879663,0.05664556,0.025969896,-0.0035192512
221,223.53485999999998,-0.040545717,-2.7880638,0.056068625,0.02589325,-0.005201471
222,223.547497,-0.040222462,-2.7881596,0.056725014,0.026072597,0.0004470277
223,223.55487,-0.040004283,-2.788207,0.056108546,0.022791065,0.0027271323
224,223.56752699999998,-0.03980235,-2.7882648,0.056776676,0.008106682,0.00012932115
225,223.578958,-0.039677177,-2.7882814,0.057432648,0.016032461,0.00710504
226,223.587491,-0.039496493,-2.7883072,0.0565212,0.026827069,0.0033877378
227,223.594931,-0.0392542,-2.7883737,0.05558687,0.030206805,-0.0034161399
228,223.607711,-0.03891986,-2.788506,0.05554112,0.023467615,-0.0056937337
229,223.61487,-0.038765483,-2.7886457,0.054174326,0.014979667,-0.012009492
230,223.62751799999998,-0.038609587,-2.7888117,0.053623274,0.013751669,-0.0018972895
231,223.634918,-0.03852178,-2.7889051,0.052049357,0.011931742,-0.00328718
232,223.64685599999999,-0.03834365,-2.7889833,0.051297825,0.022042403,0.0075258524
233,223.65498,-0.03817059,-2.7889671,0.049541667,0.02372872,0.013258181
234,223.66684099999998,-0.03796935,-2.7889364,0.0483876,0.011542924,0.0040577296
235,223.675714,-0.037899833,-2.78903,0.046004385,0.011908635,-0.009558771
236,223.68686,-0.037714276,-2.7892613,0.04406205,0.024946587,-0.0130005935
237,223.695426,-0.037500173,-2.789431,0.041298956,0.036573995,-0.01134535
238,223.70698199999998,-0.03708517,-2.7896492,0.03871776,0.034642212,-0.012884403
239,223.715428,-0.036879882,-2.7898147,0.035550866,0.02827713,-0.010278052
240,223.72681699999998,-0.03659716,-2.7899773,0.03257267,0.029858477,-0.0031589908
241,223.73557499999998,-0.03639782,-2.7900438,0.029126186,0.032538082,0.0050844476
242,223.74684299999998,-0.0360681,-2.7900472,0.02579269,0.03105325,0.004696177
243,223.755475,-0.03588186,-2.790087,0.022034973,0.030490212,0.0018293806
244,223.766845,-0.035565816,-2.790255,0.01806554,0.033161614,-0.016310059
245,223.775701,-0.035338797,-2.7904572,0.013898105,0.03753154,-0.01739928
246,223.78692199999998,-0.034900762,-2.7907324,0.009432546,0.044022586,-0.018851375
247,223.795546,-0.03459228,-2.7909384,0.0048898677,0.045928773,-0.016658457
248,223.80695899999998,-0.034125376,-2.7911482,-1.9243453e-05,0.038802743,-0.01169051
249,223.814812,-0.033884767,-2.7913163,-0.004599128,0.036956854,-0.014793554
250,223.827464,-0.033417452,-2.7914793,-0.009855919,0.05048491,-0.005406758
251,223.834915,-0.03303827,-2.7915797,-0.014743367,0.05769187,-0.005457684
252,223.846827,-0.03240197,-2.7917361,-0.020238508,0.055051893,-0.0118075395
253,223.85556599999998,-0.032058645,-2.7919147,-0.025448704,0.043312173,-0.018999293
254,223.866816,-0.031660326,-2.792252,-0.03145399,0.035006586,-0.023595434
255,223.875713,-0.03140641,-2.7924504,-0.036897033,0.039983485,-0.01366334
256,223.886824,-0.030941876,-2.7926702,-0.043183506,0.044966143,-0.015350385
257,223.895402,-0.03060849,-2.7928174,-0.048957482,0.04770488,-0.009098614
258,223.906961,-0.030114168,-2.7929986,-0.055775728,0.042941004,-0.013274716
259,223.914788,-0.02980693,-2.7931685,-0.061638206,0.044397023,-0.017456459
260,223.92747899999998,-0.029300774,-2.793417,-0.06861116,0.046298966,-0.014339264
261,223.934947,-0.028988387,-2.7935832,-0.07461711,0.0411355,-0.019464869
262,223.947478,-0.028572848,-2.7939067,-0.082087584,0.03702941,-0.023185596
263,223.954883,-0.028297974,-2.7940934,-0.08844201,0.040724926,-0.015920771
264,223.967457,-0.027841048,-2.7943072,-0.096331604,0.03894397,-0.014820504
265,223.975019,-0.02756847,-2.7944636,-0.102920234,0.037189126,-0.016388379
266,223.986857,-0.02715987,-2.7947187,-0.110885136,0.03660931,-0.020898065
267,223.995408,-0.026866822,-2.7949152,-0.11769531,0.042448603,-0.019587945
268,224.006949,-0.026319645,-2.7952275,-0.12610796,0.05127077,-0.02760441
269,224.015416,-0.025905201,-2.7954779,-0.13316189,0.055912323,-0.025270056
270,224.026785,-0.025249355,-2.7958062,-0.14179014,0.05406208,-0.0254306
271,224.035519,-0.024826579,-2.7960286,-0.1489819,0.051257305,-0.021297336
272,224.04684799999998,-0.024243785,-2.7962878,-0.15770477,0.045426182,-0.018416107
273,224.054828,-0.02387597,-2.7964597,-0.1647848,0.046653334,-0.016872069
274,224.06747,-0.023246432,-2.7966626,-0.17367133,0.05695749,-0.01580957
275,224.074943,-0.022765728,-2.7968318,-0.1809178,0.0600821,-0.021374732
276,224.087474,-0.022047667,-2.7971401,-0.19003029,0.055985212,-0.02603297
277,224.094767,-0.021600265,-2.7973776,-0.19732295,0.0515008,-0.02890029
278,224.107719,-0.020962102,-2.79774,-0.20645043,0.050542478,-0.027980473
279,224.114847,-0.020524027,-2.7979686,-0.2137515,0.05099404,-0.025142854
280,224.127464,-0.019873537,-2.7982671,-0.22290914,0.05199473,-0.02083389
281,224.134883,-0.01941849,-2.798448,-0.23025067,0.05415093,-0.020102132
282,224.146809,-0.018711725,-2.7987227,-0.23938657,0.05491981,-0.023740351
283,224.155456,-0.018252451,-2.798947,-0.24676034,0.048001606,-0.028409706
284,224.166789,-0.017690297,-2.7993138,-0.25585657,0.03944622,-0.028362898
285,224.175659,-0.017323721,-2.7995336,-0.2630755,0.03977672,-0.024298664
286,224.186792,-0.016761182,-2.7998083,-0.271934,0.046720784,-0.019880729
287,224.195371,-0.016296688,-2.7999713,-0.27898896,0.05531165,-0.01953547
288,224.206964,-0.015525278,-2.8002496,-0.287647,0.059228458,-0.026639905
289,224.21936699999998,-0.014800078,-2.8005953,-0.29623508,0.052160338,-0.027990261
290,224.22678499999998,-0.014317778,-2.8008094,-0.30307907,0.052432403,-0.024004092
291,224.23546399999998,-0.013808655,-2.800994,-0.30993116,0.056164157,-0.020466559
292,224.246807,-0.013041509,-2.8012297,-0.31838104,0.058144923,-0.01838727
293,224.25541099999998,-0.012496923,-2.8013766,-0.32516798,0.057880715,-0.017911462
294,224.26677999999998,-0.011718766,-2.8015914,-0.33355102,0.058687005,-0.017966066
295,224.275659,-0.011151739,-2.801729,-0.34022227,0.06005964,-0.018316295
296,224.286962,-0.01031651,-2.8019516,-0.3483909,0.06413608,-0.02009633
297,224.295551,-0.0096950615,-2.8021102,-0.35487285,0.06651475,-0.022280421
298,224.306917,-0.008801616,-2.8023856,-0.36288217,0.06501456,-0.025090043
299,224.315382,-0.008192028,-2.802568,-0.36931825,0.0605021,-0.024922812
300,224.326774,-0.0074159307,-2.8028316,-0.37728414,0.05145113,-0.021733304
301,224.335443,-0.0069100736,-2.8029702,-0.38357148,0.04758601,-0.018497035
302,224.346783,-0.0062327064,-2.8031478,-0.3912802,0.047626667,-0.015682919
303,224.35500499999998,-0.0057375794,-2.803256,-0.39725092,0.048277408,-0.017527824
304,224.367429,-0.0050592534,-2.8034654,-0.4045878,0.04507628,-0.020715509
305,224.374904,-0.00457937,-2.8036118,-0.41025797,0.047530454,-0.020674044
306,224.387454,-0.003811169,-2.8038268,-0.41722208,0.060867634,-0.018899765
307,224.394792,-0.0031846417,-2.8039596,-0.422732,0.06536687,-0.019574715
308,224.40765,-0.0022847387,-2.8041515,-0.42975122,0.06349451,-0.014374201
309,224.414742,-0.0016554162,-2.80423,-0.43533847,0.0637081,-0.01051266
310,224.426741,-0.0007642768,-2.8043473,-0.442266,0.062783115,-0.015476403
311,224.434822,-0.00016476268,-2.8044858,-0.4476225,0.056313217,-0.024070168
312,224.44742399999998,0.0005584078,-2.8047645,-0.45421576,0.04663184,-0.02554076
313,224.454896,0.0010309045,-2.8049135,-0.45927393,0.044365015,-0.020637756
314,224.46676499999998,0.0016595592,-2.8050926,-0.46542197,0.042395797,-0.015495731
315,224.475642,0.0021028698,-2.8051755,-0.47014382,0.041082405,-0.014374206
316,224.486886,0.0027055708,-2.805303,-0.4758927,0.042604443,-0.013100394
317,224.494883,0.0031729478,-2.80537,-0.48031777,0.047826033,-0.013059603
318,224.50764099999998,0.0038773448,-2.80551,-0.4857575,0.050985582,-0.017427662
319,224.51474,0.0043802205,-2.8056214,-0.48998085,0.04908987,-0.019884413
320,224.527416,0.0050705466,-2.8058164,-0.4952183,0.049598545,-0.01804137
321,224.534834,0.0055828253,-2.805914,-0.49930605,0.052893996,-0.015634943
322,224.546753,0.0063303374,-2.806049,-0.50439185,0.05352649,-0.013966686
323,224.55557499999998,0.0068572788,-2.806121,-0.5084383,0.052329186,-0.01300483
324,224.56675199999998,0.0075962157,-2.8062422,-0.5134971,0.053523812,-0.014051438
325,224.57497999999998,0.008118733,-2.806337,-0.5173542,0.051357154,-0.019173602
326,224.587344,0.008793123,-2.8065553,-0.52209383,0.04457951,-0.023228865
